flight_id,flight_date,month,season,day_of_week,airline,aircraft_type,origin_airport,destination_airport,route,distance_km,scheduled_departure,departure_delay_min,arrival_delay_min,actual_elapsed_min,scheduled_duration_min,delay_cause,cancelled,passengers_onboard,ticket_price_gbp,satisfaction_score
FL14853,2024-01-14,1,Winter,Sunday,PolarAir,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,05:00,45.0,41.0,177.0,135,Weather,0,229.0,77.17,2.2
FL13373,2024-01-14,1,Winter,Sunday,SkyWing Air,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,21:40,36.0,44.0,788.0,745,Crew Availability,0,370.0,734.6,2.4
FL11557,2024-01-14,1,Winter,Sunday,PolarAir,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,06:00,22.0,35.0,87.0,50,Air Traffic Control,0,381.0,49.0,4.4
FL14045,2024-01-14,1,Winter,Sunday,NovaStar,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,11:05,21.0,14.0,432.0,415,Weather,0,80.0,299.85,
FL11664,2024-01-14,1,Winter,Sunday,AeroSwift,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,10:45,37.0,34.0,128.0,85,Air Traffic Control,0,198.0,49.11,3.4
FL11440,2024-01-14,1,Winter,Sunday,Atlantic Wings,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,17:10,4.0,5.0,135.0,135,Technical,0,156.0,147.66,4.0
FL14147,2024-01-14,1,Winter,Sunday,PolarAir,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,06:30,3.0,18.0,78.0,50,Weather,0,338.0,63.95,3.2
FL13172,2024-01-14,1,Winter,Sunday,Atlantic Wings,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,15:55,48.0,51.0,111.0,50,Air Traffic Control,0,99.0,77.09,3.4
FL11068,2024-01-15,1,Winter,Monday,NovaStar,Airbus A380,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,06:20,2.0,10.0,152.0,135,Air Traffic Control,0,70.0,104.94,3.1
FL13132,2024-01-15,1,Winter,Monday,SkyWing Air,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,12:25,3.0,0.0,149.0,145,Crew Availability,0,227.0,127.36,
FL11339,2024-01-15,1,Winter,Monday,AeroSwift,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:10,27.0,42.0,465.0,420,Security,0,309.0,251.63,3.3
FL10922,2024-01-15,1,Winter,Monday,PolarAir,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,22:45,39.0,52.0,198.0,145,Security,0,167.0,49.91,3.1
FL10151,2024-01-15,1,Winter,Monday,SkyWing Air,Airbus A380,Glasgow,Dublin,Glasgow → Dublin,220,06:15,,,,50,Late Aircraft,1,404.0,49.0,1.9
FL13765,2024-01-16,1,Winter,Tuesday,NovaStar,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,15:25,3.0,9.0,162.0,145,Late Aircraft,0,306.0,120.25,3.3
FL10819,2024-01-17,1,Winter,Wednesday,PolarAir,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:40,7.0,2.0,155.0,145,Technical,0,,126.93,4.1
FL10552,2024-01-17,1,Winter,Wednesday,Atlantic Wings,Boeing 787,Manchester,Barcelona,Manchester → Barcelona,1440,21:45,23.0,37.0,165.0,130,Weather,0,133.0,62.57,4.3
FL11165,2024-01-17,1,Winter,Wednesday,Atlantic Wings,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,07:15,16.0,20.0,66.0,50,Weather,0,163.0,67.79,3.0
FL11773,2024-01-17,1,Winter,Wednesday,AeroSwift,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,13:05,0.0,12.0,155.0,135,On Time,0,341.0,94.88,5.0
FL11907,2024-01-17,1,Winter,Wednesday,CloudJet,Boeing 737,Glasgow,Dublin,Glasgow → Dublin,220,21:50,0.0,3.0,63.0,50,On Time,0,366.0,49.0,4.2
FL10618,2024-01-17,1,Winter,Wednesday,NovaStar,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,11:40,0.0,5.0,434.0,430,On Time,0,221.0,280.94,5.0
FL10785,2024-01-17,1,Winter,Wednesday,NovaStar,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:15,0.0,0.0,152.0,145,On Time,0,178.0,76.42,4.3
FL14381,2024-01-17,1,Winter,Wednesday,CloudJet,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,10:10,13.0,25.0,151.0,130,Air Traffic Control,0,106.0,94.28,3.5
FL10972,2024-01-17,1,Winter,Wednesday,SkyWing Air,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,16:00,20.0,13.0,152.0,135,Weather,0,132.0,168.96,3.4
FL13923,2024-01-18,1,Winter,Thursday,PolarAir,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,18:50,41.0,51.0,104.0,50,Technical,0,87.0,49.0,3.4
FL10159,2024-01-18,1,Winter,Thursday,PolarAir,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,18:55,34.0,47.0,188.0,145,Weather,0,107.0,100.19,2.6
FL12427,2024-01-18,1,Winter,Thursday,NovaStar,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,10:55,14.0,10.0,435.0,430,Late Aircraft,0,60.0,289.76,3.9
FL11019,2024-01-18,1,Winter,Thursday,SkyWing Air,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,16:00,13.0,25.0,244.0,210,Technical,0,362.0,224.02,4.2
FL11708,2024-01-18,1,Winter,Thursday,NovaStar,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,16:35,23.0,16.0,97.0,85,Weather,0,390.0,70.34,3.0
FL10671,2024-01-18,1,Winter,Thursday,SkyWing Air,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,18:35,11.0,24.0,450.0,430,Weather,0,185.0,386.88,4.0
FL11492,2024-01-18,1,Winter,Thursday,SkyWing Air,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,09:40,4.0,9.0,149.0,145,Air Traffic Control,0,274.0,182.44,4.1
FL13963,2024-01-18,1,Winter,Thursday,CloudJet,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,07:10,0.0,0.0,59.0,50,On Time,0,285.0,49.0,4.3
FL10235,2024-01-18,1,Winter,Thursday,SkyWing Air,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,06:05,0.0,8.0,65.0,50,On Time,0,129.0,49.0,4.7
FL10825,2024-01-19,1,Winter,Friday,NovaStar,,Bristol,Malaga,Bristol → Malaga,1620,12:30,0.0,14.0,159.0,145,On Time,0,201.0,56.57,4.4
FL10843,2024-01-19,1,Winter,Friday,PolarAir,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,18:40,52.0,59.0,199.0,145,Late Aircraft,0,402.0,90.39,3.4
FL12521,2024-01-19,1,Winter,Friday,PolarAir,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,16:55,90.0,87.0,233.0,145,Late Aircraft,0,265.0,145.85,2.3
FL12785,2024-01-19,1,Winter,Friday,Atlantic Wings,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,05:20,,,,745,Weather,1,102.0,700.97,1.5
FL10805,2024-01-19,1,Winter,Friday,PolarAir,Embraer E190,London Heathrow,Dubai,London Heathrow → Dubai,5490,16:15,70.0,83.0,499.0,415,Crew Availability,0,127.0,325.02,2.5
FL13700,2024-01-19,1,Winter,Friday,Atlantic Wings,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,12:35,3.0,0.0,140.0,145,Technical,0,143.0,108.26,3.2
FL14834,2024-01-19,1,Winter,Friday,PolarAir,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,17:35,7.0,6.0,138.0,135,Security,0,415.0,77.22,4.3
FL10240,2024-01-19,1,Winter,Friday,NovaStar,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,08:20,40.0,35.0,462.0,430,Late Aircraft,0,232.0,330.2,3.5
FL11407,2024-01-20,1,Winter,Saturday,AeroSwift,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,07:10,15.0,10.0,152.0,135,Weather,0,208.0,127.18,3.4
FL13175,2024-01-20,1,Winter,Saturday,AeroSwift,Airbus A380,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,08:30,33.0,47.0,132.0,85,Late Aircraft,0,363.0,60.81,3.2
FL13504,2024-01-20,1,Winter,Saturday,NovaStar,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:50,0.0,15.0,155.0,135,On Time,0,262.0,83.73,4.4
FL12331,2024-01-20,1,Winter,Saturday,CloudJet,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,22:40,49.0,49.0,483.0,430,Crew Availability,0,82.0,389.24,2.6
FL10941,2024-01-20,1,Winter,Saturday,CloudJet,Embraer E190,Birmingham,Istanbul,Birmingham → Istanbul,2680,18:30,41.0,43.0,259.0,210,Technical,0,193.0,165.46,2.8
FL11347,2024-01-20,1,Winter,Saturday,AeroSwift,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,22:50,0.0,10.0,762.0,745,On Time,0,158.0,564.01,4.9
FL14138,2024-01-20,1,Winter,Saturday,AeroSwift,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,10:10,8.0,6.0,425.0,420,Late Aircraft,0,311.0,299.9,4.5
FL11276,2024-01-20,1,Winter,Saturday,NovaStar,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,19:45,7.0,4.0,137.0,130,Security,0,229.0,53.87,4.4
FL14323,2024-01-21,1,Winter,Sunday,AeroSwift,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,08:35,7.0,19.0,165.0,145,Weather,0,271.0,130.9,3.6
FL11229,2024-01-21,1,Winter,Sunday,AeroSwift,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,05:55,16.0,25.0,452.0,420,Crew Availability,0,189.0,256.83,3.3
FL11240,2024-01-22,1,Winter,Monday,SkyWing Air,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,10:10,,,,145,Weather,1,127.0,160.92,1.6
FL13990,2024-01-22,1,Winter,Monday,PolarAir,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,11:15,8.0,10.0,152.0,135,Security,0,378.0,117.9,4.4
FL10479,2024-01-22,1,Winter,Monday,NovaStar,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:00,4.0,16.0,103.0,85,Security,0,105.0,49.0,4.5
FL12914,2024-01-22,1,Winter,Monday,CloudJet,Boeing 787,Glasgow,Dublin,Glasgow → Dublin,220,07:30,33.0,27.0,86.0,50,Crew Availability,0,365.0,49.0,2.2
FL11101,2024-01-22,1,Winter,Monday,CloudJet,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,09:35,18.0,19.0,162.0,145,Security,0,272.0,153.81,4.4
FL13056,2024-01-22,1,Winter,Monday,SkyWing Air,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,20:20,0.0,0.0,141.0,135,On Time,0,259.0,52.36,4.4
FL10782,2024-01-22,1,Winter,Monday,Atlantic Wings,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,12:55,11.0,5.0,747.0,745,Weather,0,,754.53,4.1
FL10974,2024-01-22,1,Winter,Monday,SkyWing Air,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,17:35,16.0,8.0,424.0,420,Security,0,396.0,402.04,3.1
FL12868,2024-01-22,1,Winter,Monday,NovaStar,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,15:55,10.0,25.0,780.0,745,Air Traffic Control,0,172.0,552.27,3.1
FL11809,2024-01-22,1,Winter,Monday,NovaStar,Airbus A380,Glasgow,Dublin,Glasgow → Dublin,220,09:15,,,,50,Air Traffic Control,1,337.0,54.78,1.3
FL11992,2024-01-23,1,Winter,Tuesday,PolarAir,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,12:05,32.0,29.0,172.0,145,Late Aircraft,0,250.0,94.79,2.4
FL12942,2024-01-23,1,Winter,Tuesday,CloudJet,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,22:15,1.0,1.0,412.0,415,Air Traffic Control,0,299.0,326.47,4.0
FL11703,2024-01-23,1,Winter,Tuesday,SkyWing Air,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,16:25,38.0,37.0,169.0,130,Technical,0,396.0,147.75,2.2
FL12479,2024-01-23,1,Winter,Tuesday,CloudJet,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,07:50,49.0,57.0,484.0,430,Air Traffic Control,0,231.0,338.8,2.4
FL11660,2024-01-23,1,Winter,Tuesday,SkyWing Air,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,13:55,9.0,11.0,100.0,85,Late Aircraft,0,230.0,49.0,3.2
FL12260,2024-01-23,1,Winter,Tuesday,PolarAir,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,06:15,98.0,96.0,234.0,135,Late Aircraft,0,199.0,58.1,2.3
FL11715,2024-01-23,1,Winter,Tuesday,Atlantic Wings,Airbus A380,Glasgow,Dublin,Glasgow → Dublin,220,08:50,5.0,10.0,70.0,50,Technical,0,102.0,69.51,3.1
FL11454,2024-01-23,1,Winter,Tuesday,NovaStar,Boeing 787,Manchester,Barcelona,Manchester → Barcelona,1440,10:10,25.0,37.0,170.0,130,Late Aircraft,0,369.0,69.47,4.1
FL12235,2024-01-23,1,Winter,Tuesday,Atlantic Wings,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,08:40,17.0,24.0,449.0,420,Air Traffic Control,0,416.0,387.77,4.2
FL14365,2024-01-23,1,Winter,Tuesday,SkyWing Air,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,22:00,64.0,77.0,494.0,420,Crew Availability,0,353.0,367.57,2.5
FL11232,2024-01-24,1,Winter,Wednesday,SkyWing Air,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:40,25.0,36.0,466.0,420,Crew Availability,0,257.0,401.56,3.2
FL11223,2024-01-24,1,Winter,Wednesday,Atlantic Wings,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,13:35,15.0,7.0,133.0,130,Crew Availability,0,94.0,90.23,3.9
FL12152,2024-01-24,1,Winter,Wednesday,SkyWing Air,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,11:30,18.0,19.0,429.0,415,Late Aircraft,0,161.0,337.53,4.3
FL10155,2024-01-24,1,Winter,Wednesday,NovaStar,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,12:50,0.0,2.0,90.0,85,On Time,0,310.0,58.91,5.0
FL14434,2024-01-24,1,Winter,Wednesday,Atlantic Wings,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,08:30,34.0,43.0,175.0,135,Technical,0,66.0,168.09,3.5
FL10029,2024-01-24,1,Winter,Wednesday,Atlantic Wings,Boeing 787,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,06:45,12.0,16.0,156.0,145,Security,0,215.0,117.7,3.4
FL12623,2024-01-24,1,Winter,Wednesday,AeroSwift,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,14:00,9.0,21.0,160.0,135,Late Aircraft,0,223.0,103.1,4.5
FL13510,2024-01-24,1,Winter,Wednesday,PolarAir,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:00,3.0,5.0,434.0,420,Weather,0,255.0,303.68,3.6
FL14479,2024-01-25,1,Winter,Thursday,SkyWing Air,Boeing 787,Glasgow,Dublin,Glasgow → Dublin,220,13:05,9.0,24.0,71.0,50,Late Aircraft,0,193.0,49.0,3.2
FL10361,2024-01-25,1,Winter,Thursday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,09:55,69.0,78.0,284.0,210,Security,0,326.0,204.22,2.2
FL11717,2024-01-25,1,Winter,Thursday,PolarAir,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,12:35,1.0,10.0,148.0,135,Crew Availability,0,112.0,120.09,3.7
FL13309,2024-01-25,1,Winter,Thursday,PolarAir,Airbus A380,Manchester,Barcelona,Manchester → Barcelona,1440,14:55,12.0,10.0,148.0,130,Security,0,319.0,49.0,3.0
FL11801,2024-01-25,1,Winter,Thursday,NovaStar,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:40,0.0,1.0,431.0,420,On Time,0,279.0,243.03,4.4
FL11173,2024-01-25,1,Winter,Thursday,SkyWing Air,Airbus A380,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,22:00,5.0,3.0,154.0,145,Crew Availability,0,125.0,142.64,4.2
FL13377,2024-01-25,1,Winter,Thursday,AeroSwift,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,17:50,5.0,15.0,445.0,420,Security,0,224.0,311.21,3.1
FL11012,2024-01-26,1,Winter,Friday,CloudJet,Airbus A380,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:05,26.0,23.0,439.0,420,Weather,0,188.0,386.2,3.1
FL13003,2024-01-26,1,Winter,Friday,CloudJet,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,16:10,20.0,14.0,142.0,130,Security,0,,94.04,3.9
FL14621,2024-01-26,1,Winter,Friday,CloudJet,Boeing 787,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,18:10,0.0,13.0,154.0,145,On Time,0,400.0,132.05,4.8
FL10951,2024-01-26,1,Winter,Friday,Atlantic Wings,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,19:00,125.0,138.0,267.0,130,Technical,0,363.0,64.18,2.4
FL11601,2024-01-26,1,Winter,Friday,SkyWing Air,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,16:55,23.0,37.0,164.0,130,Security,0,398.0,77.01,4.3
FL11139,2024-01-26,1,Winter,Friday,Atlantic Wings,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,20:35,1.0,0.0,133.0,135,Crew Availability,0,145.0,128.79,3.4
FL10887,2024-01-26,1,Winter,Friday,CloudJet,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,14:30,27.0,41.0,466.0,415,Crew Availability,0,209.0,328.58,3.3
FL12404,2024-01-26,1,Winter,Friday,Atlantic Wings,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,13:55,22.0,26.0,176.0,145,Technical,0,106.0,128.64,4.3
FL14413,2024-01-27,1,Winter,Saturday,CloudJet,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,21:05,210.0,205.0,619.0,415,Security,0,153.0,316.37,1.3
FL10666,2024-01-27,1,Winter,Saturday,PolarAir,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,12:00,41.0,37.0,181.0,135,Crew Availability,0,100.0,75.33,3.3
FL14996,2024-01-27,1,Winter,Saturday,Atlantic Wings,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:45,0.0,0.0,141.0,135,On Time,0,95.0,99.92,3.9
FL13819,2024-01-27,1,Winter,Saturday,CloudJet,Airbus A380,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,13:20,7.0,10.0,101.0,85,Crew Availability,0,332.0,49.0,3.3
FL13652,2024-01-27,1,Winter,Saturday,SkyWing Air,Boeing 787,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,12:45,60.0,58.0,493.0,430,Technical,0,291.0,351.62,2.8
FL14874,2024-01-27,1,Winter,Saturday,PolarAir,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,21:10,13.0,26.0,180.0,145,Technical,0,420.0,49.0,4.1
FL11922,2024-01-27,1,Winter,Saturday,Atlantic Wings,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,08:05,5.0,13.0,144.0,130,Technical,0,184.0,174.52,3.5
FL11568,2024-01-27,1,Winter,Saturday,CloudJet,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,09:45,0.0,0.0,147.0,145,On Time,0,235.0,59.51,4.7
FL13708,2024-01-27,1,Winter,Saturday,PolarAir,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,10:20,0.0,0.0,425.0,430,On Time,0,229.0,329.36,4.6
FL13250,2024-01-28,1,Winter,Sunday,Atlantic Wings,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:30,9.0,7.0,434.0,420,Technical,0,94.0,429.73,3.4
FL10179,2024-01-28,1,Winter,Sunday,PolarAir,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,07:40,0.0,12.0,142.0,130,On Time,0,344.0,69.88,4.0
FL12093,2024-01-28,1,Winter,Sunday,Atlantic Wings,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,06:55,63.0,75.0,501.0,430,Technical,0,204.0,367.29,2.1
FL14331,2024-01-28,1,Winter,Sunday,PolarAir,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,07:40,40.0,44.0,197.0,145,Weather,0,87.0,114.12,3.4
FL12510,2024-01-28,1,Winter,Sunday,NovaStar,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,08:45,13.0,16.0,436.0,420,Weather,0,215.0,265.3,3.1
FL14957,2024-01-28,1,Winter,Sunday,AeroSwift,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,08:50,0.0,0.0,438.0,430,On Time,0,229.0,289.56,3.9
FL14706,2024-01-29,1,Winter,Monday,CloudJet,Embraer E190,London Heathrow,Dubai,London Heathrow → Dubai,5490,05:35,16.0,25.0,438.0,415,Weather,0,125.0,296.88,3.3
FL11639,2024-01-29,1,Winter,Monday,PolarAir,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:10,11.0,14.0,165.0,145,Crew Availability,0,338.0,77.89,3.4
FL11008,2024-01-29,1,Winter,Monday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,13:20,5.0,18.0,771.0,745,Late Aircraft,0,328.0,529.23,3.5
FL14860,2024-01-29,1,Winter,Monday,Atlantic Wings,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,18:35,168.0,183.0,334.0,145,Security,0,256.0,163.15,1.8
FL12528,2024-01-29,1,Winter,Monday,AeroSwift,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,19:00,3.0,15.0,153.0,135,Weather,0,383.0,89.46,3.6
FL13445,2024-01-29,1,Winter,Monday,NovaStar,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,11:05,5.0,14.0,146.0,135,Technical,0,106.0,92.45,4.4
FL11935,2024-01-30,1,Winter,Tuesday,NovaStar,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,20:40,1.0,5.0,149.0,135,Late Aircraft,0,401.0,49.0,3.7
FL12310,2024-01-30,1,Winter,Tuesday,NovaStar,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,05:25,18.0,33.0,470.0,430,Technical,0,386.0,307.03,4.1
FL13083,2024-01-30,1,Winter,Tuesday,CloudJet,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,06:25,15.0,20.0,448.0,420,Security,0,366.0,391.71,3.1
FL13138,2024-01-30,1,Winter,Tuesday,Atlantic Wings,Boeing 787,Glasgow,Dublin,Glasgow → Dublin,220,17:15,27.0,38.0,86.0,50,Weather,0,408.0,49.0,
FL12946,2024-01-30,1,Winter,Tuesday,Atlantic Wings,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,17:30,0.0,0.0,86.0,85,On Time,0,126.0,49.0,4.3
FL13603,2024-01-30,1,Winter,Tuesday,CloudJet,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,15:15,,,,135,Weather,1,253.0,87.88,2.0
FL11720,2024-01-31,1,Winter,Wednesday,NovaStar,Boeing 787,Bristol,Malaga,Bristol → Malaga,1620,15:20,14.0,22.0,175.0,145,Air Traffic Control,0,141.0,122.51,3.2
FL12006,2024-01-31,1,Winter,Wednesday,PolarAir,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,18:40,91.0,89.0,499.0,415,Weather,0,161.0,366.39,1.2
FL13001,2024-01-31,1,Winter,Wednesday,CloudJet,Airbus A380,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,11:20,22.0,20.0,154.0,135,Weather,0,411.0,69.74,3.3
FL13478,2024-01-31,1,Winter,Wednesday,PolarAir,Embraer E190,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,21:30,48.0,52.0,797.0,745,Weather,0,371.0,697.97,3.3
FL13844,2024-02-01,2,Winter,Thursday,PolarAir,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,06:55,0.0,0.0,51.0,50,On Time,0,340.0,49.0,4.8
FL12256,2024-02-01,2,Winter,Thursday,PolarAir,Boeing 787,Manchester,Barcelona,Manchester → Barcelona,1440,15:45,26.0,21.0,151.0,130,Weather,0,159.0,84.26,3.7
FL13222,2024-02-01,2,Winter,Thursday,Atlantic Wings,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,11:35,137.0,133.0,268.0,130,Security,0,119.0,113.5,2.0
FL11766,2024-02-01,2,Winter,Thursday,CloudJet,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,11:15,34.0,30.0,181.0,145,Security,0,262.0,76.87,2.5
FL12085,2024-02-01,2,Winter,Thursday,Atlantic Wings,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,15:40,,,,145,Technical,1,98.0,163.4,2.0
FL10475,2024-02-02,2,Winter,Friday,SkyWing Air,Boeing 787,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,22:20,16.0,15.0,761.0,745,Air Traffic Control,0,142.0,760.12,4.4
FL10970,2024-02-02,2,Winter,Friday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,10:30,72.0,69.0,289.0,210,Late Aircraft,0,347.0,229.27,2.9
